zipCode,city,district,additionalInfo,street,houseNo,format1,format2,keyWord,locationType,locationName,primaryKeyDeliverySystem,primaryKeyZipRegion,systemID,primaryKeyPF,pfServicetypes,pfAccessibilitytypes,pfClosureperiods,pfOtherinfos,poststationID,opening_hours,latitude,longitude
10249,Berlin,Friedrichshain,,Mollstr.,19,csbnan7s8n2s3,csbn2s3n1,Postfiliale,RETAIL_OUTLET,Post Lotto Schreibwaren,4327580,509.0,8,8-4327580,[],[],[],"[{'type': 'christmasHintEN', 'content': ' '}, {'type': 'christmasHintDE', 'content': ' '}, {'type': 'Bezeichnung', 'content': 'Berlin 18'}, {'type': 'open_all_day', 'content': 'false'}, {'type': 'nextAction_type', 'content': 'OPENINGHOUR'}, {'type': 'nextAction_day', 'content': 'today'}, {'type': 'nextAction_openUntil', 'content': '18:00'}, {'type': 'tt_timestamp', 'content': '35172443056719344'}]",,Mo: 08:00-18:00; Tu: 08:00-18:00; We: 08:00-18:00; Th: 08:00-18:00; Fr: 08:00-18:00; Sa: 08:00-13:00,52.5234703,13.4261535
10119,Berlin,Mitte,,Fehrbelliner Str.,83,csbnan7s8n2s3,csbn2s3n1,Postfiliale,RETAIL_OUTLET,etwas Spätkauf,4335800,778.0,8,8-4335800,[],[],[],"[{'type': 'Bezeichnung', 'content': 'Berlin 6'}, {'type': 'open_all_day', 'content': 'false'}, {'type': 'nextAction_type', 'content': 'OPENINGHOUR'}, {'type': 'nextAction_day', 'content': 'today'}, {'type': 'nextAction_openUntil', 'content': '22:30'}, {'type': 'tt_timestamp', 'content': '35172443056719344'}]",,Mo: 09:00-22:30; Tu: 09:00-22:30; We: 09:00-22:30; Th: 09:00-22:30; Fr: 09:00-22:30; Sa: 10:00-22:30,52.5322896,13.4057837
10969,Berlin,Kreuzberg,,Oranienstr.,55,csbnan7s8n2s3,csbn2s3n1,Postfiliale,RETAIL_OUTLET,Kiezkauf,4329456,871.0,8,8-4329456,[],[],[],"[{'type': 'christmasHintEN', 'content': ' '}, {'type': 'christmasHintDE', 'content': ' '}, {'type': 'Bezeichnung', 'content': 'Berlin 615'}, {'type': 'open_all_day', 'content': 'false'}, {'type': 'nextAction_type', 'content': 'OPENINGHOUR'}, {'type': 'nextAction_day', 'content': 'today'}, {'type': 'nextAction_openUntil', 'content': '20:00'}, {'type': 'tt_timestamp', 'content': '35172443056719344'}]",,Mo: 07:00-20:00; Tu: 07:00-20:00; We: 07:00-20:00; Th: 07:00-20:00; Fr: 07:00-20:00; Sa: 07:00-20:00,52.5034209,13.4119274
10115,Berlin,Mitte,,Novalisstr.,13,csbnan7s8n2s3,csbn2s3n1,Postfiliale,RETAIL_OUTLET,Lottoladen Bieselt,4116178,545.0,8,8-4116178,[],[],[],"[{'type': 'christmasHintEN', 'content': ' '}, {'type': 'christmasHintDE', 'content': ' '}, {'type': 'Bezeichnung', 'content': 'Berlin 7'}, {'type': 'open_all_day', 'content': 'false'}, {'type': 'nextAction_type', 'content': 'OPENINGHOUR'}, {'type': 'nextAction_day', 'content': 'today'}, {'type': 'nextAction_openUntil', 'content': '19:00'}, {'type': 'tt_timestamp', 'content': '35172443056719344'}]",,Mo: 08:00-19:00; Tu: 08:00-19:00; We: 08:00-19:00; Th: 08:00-19:00; Fr: 08:00-19:00; Sa: 08:30-12:30,52.5284359,13.3885248
10407,Berlin,Prenzlauer Berg,,Am Friedrichshain,35,csbnan7s8n2s3,csbn2s3n1,Postfiliale,RETAIL_OUTLET,Melis Coffee 2,4088342,560.0,8,8-4088342,[],[],[],"[{'type': 'christmasHintEN', 'content': ' '}, {'type': 'christmasHintDE', 'content': ' '}, {'type': 'Bezeichnung', 'content': 'Berlin 751'}, {'type': 'open_all_day', 'content': 'false'}, {'type': 'nextAction_type', 'content': 'OPENINGHOUR'}, {'type': 'nextAction_day', 'content': 'today'}, {'type': 'nextAction_openUntil', 'content': '22:00'}, {'type': 'tt_timestamp', 'content': '35172443056719344'}]",,Mo: 08:00-22:00; Tu: 08:00-22:00; We: 08:00-22:00; Th: 08:00-22:00; Fr: 08:00-22:00; Sa: 08:00-22:00,52.5282837,13.4247892
10117,Berlin,Mitte,,Reinhardtstr.,46,csbnan7s8n2s3,csbn2s3n1,Postfiliale,RETAIL_OUTLET,LTP,4337728,433.0,8,8-4337728,[],[],[],"[{'type': 'Bezeichnung', 'content': 'Berlin 943'}, {'type': 'open_all_day', 'content': 'false'}, {'type': 'nextAction_type', 'content': 'OPENINGHOUR'}, {'type': 'nextAction_day', 'content': 'today'}, {'type': 'nextAction_openUntil', 'content': '19:00'}, {'type': 'tt_timestamp', 'content': '35172443056719344'}]",,Mo: 09:00-19:00; Tu: 09:00-19:00; We: 09:00-19:00; Th: 09:00-19:00; Fr: 09:00-19:00; Sa: 10:00-15:00,52.5225025,13.3784177
10969,Berlin,,,Ritterstr.,4-5,csbnan7s8n2s3,csbn2s3n1,Postfiliale,RETAIL_OUTLET,"Tabakwaren, Zeitungen, Lotto/Toto",4331236,479.0,8,8-4331236,[],[],[],"[{'type': 'christmasHintEN', 'content': ' '}, {'type': 'christmasHintDE', 'content': ' '}, {'type': 'Bezeichnung', 'content': 'Berlin 610'}, {'type': 'open_all_day', 'content': 'false'}, {'type': 'nextAction_type', 'content': 'OPENINGHOUR'}, {'type': 'nextAction_day', 'content': 'today'}, {'type': 'nextAction_openUntil', 'content': '18:00'}, {'type': 'tt_timestamp', 'content': '35172443056719344'}]",,Mo: 09:00-18:00; Tu: 09:00-18:00; We: 09:00-18:00; Th: 09:00-18:00; Fr: 09:00-18:00; Sa: 09:00-13:00,52.5008922,13.4126049
10115,Berlin,Mitte,,Chausseestr.,121-122,csbnan7s8n2s3,csbn2s3n1,Postfiliale,RETAIL_OUTLET,Postshop Chausseestraße,4328800,501.0,8,8-4328800,[],[],[],"[{'type': 'christmasHintEN', 'content': ' '}, {'type': 'christmasHintDE', 'content': ' '}, {'type': 'Bezeichnung', 'content': 'Berlin 4'}, {'type': 'open_all_day', 'content': 'false'}, {'type': 'nextAction_type', 'content': 'OPENINGHOUR'}, {'type': 'nextAction_day', 'content': 'today'}, {'type': 'nextAction_openUntil', 'content': '18:00'}, {'type': 'tt_timestamp', 'content': '35172443056719344'}]",,Mo: 09:00-18:00; Tu: 09:00-18:00; We: 09:00-18:00; Th: 09:00-18:00; Fr: 09:00-18:00; Sa: 09:00-13:00,52.529325,13.38428
10243,Berlin,Friedrichshain,,Am Ostbahnhof,5,csbnan7s8n2s3,csbn2s3n1,Postfiliale,RETAIL_OUTLET,P & B Press & Books,4304991,821.0,8,8-4304991,[],[],[],"[{'type': 'christmasHintEN', 'content': ' '}, {'type': 'christmasHintDE', 'content': ' '}, {'type': 'Bezeichnung', 'content': 'Berlin 599'}, {'type': 'open_all_day', 'content': 'false'}, {'type': 'nextAction_type', 'content': 'OPENINGHOUR'}, {'type': 'nextAction_day', 'content': 'today'}, {'type': 'nextAction_openUntil', 'content': '20:00'}, {'type': 'tt_timestamp', 'content': '35172443056719344'}]",,Mo: 06:00-20:00; Tu: 06:00-20:00; We: 06:00-20:00; Th: 06:00-20:00; Fr: 06:00-20:00; Sa: 06:00-20:00,52.5103138,13.4329901
10785,Berlin,Tiergarten,,Potsdamer Platz,2,csbnan7s8n2s3,csbn2s3n1,Postfiliale,RETAIL_OUTLET,Spar Expres /Im Bhf–Eing.Sony-Cente,4337484,572.0,8,8-4337484,[],[],[],"[{'type': 'Bezeichnung', 'content': 'Berlin 309'}, {'type': 'open_all_day', 'content': 'false'}, {'type': 'nextAction_type', 'content': 'OPENINGHOUR'}, {'type': 'nextAction_day', 'content': 'today'}, {'type': 'nextAction_openUntil', 'content': '19:00'}, {'type': 'tt_timestamp', 'content': '35172443056719344'}]",,Mo: 09:00-19:00; Tu: 09:00-19:00; We: 09:00-19:00; Th: 09:00-19:00; Fr: 09:00-19:00; Sa: 10:00-15:00,52.5096925,13.3752856
10997,Berlin,Kreuzberg,,Oranienstr.,10-11,csbnan7s8n2s3,csbn2s3n1,Postfiliale,RETAIL_OUTLET,Lotto Post,4306719,548.0,8,8-4306719,[],[],[],"[{'type': 'christmasHintEN', 'content': ' '}, {'type': 'christmasHintDE', 'content': ' '}, {'type': 'Bezeichnung', 'content': 'Berlin 360'}, {'type': 'open_all_day', 'content': 'false'}, {'type': 'nextAction_type', 'content': 'OPENINGHOUR'}, {'type': 'nextAction_day', 'content': 'today'}, {'type': 'nextAction_openUntil', 'content': '19:00'}, {'type': 'tt_timestamp', 'content': '35172443056719344'}]",,Mo: 09:00-19:00; Tu: 09:00-19:00; We: 09:00-19:00; Th: 09:00-19:00; Fr: 09:00-19:00; Sa: 10:00-17:00,52.5000886,13.4240324
10243,Berlin,Friedrichshain,,Straße der Pariser Kommune,41,csbnan7s8n2s3,csbn2s3n1,Postfiliale,RETAIL_OUTLET,Lotto-Postpoint ,4093206,539.0,8,8-4093206,[],[],[],"[{'type': 'christmasHintEN', 'content': ' '}, {'type': 'christmasHintDE', 'content': ' '}, {'type': 'Bezeichnung', 'content': 'Berlin 175'}, {'type': 'open_all_day', 'content': 'false'}, {'type': 'nextAction_type', 'content': 'OPENINGHOUR'}, {'type': 'nextAction_day', 'content': 'today'}, {'type': 'nextAction_openUntil', 'content': '19:00'}, {'type': 'tt_timestamp', 'content': '35172443056719344'}]",,Mo: 08:00-19:00; Tu: 08:00-19:00; We: 08:00-19:00; Th: 08:00-19:00; Fr: 08:00-19:00; Sa: 08:00-13:00,52.516377,13.4401479
10435,Berlin,Prenzlauer Berg,,Sredzkistr.,29,csbnan7s8n2s3,csbn2s3n1,Postfiliale,RETAIL_OUTLET,Kiez Kiosk,4317608,589.0,8,8-4317608,[],[],[],"[{'type': 'christmasHintEN', 'content': ' '}, {'type': 'christmasHintDE', 'content': ' '}, {'type': 'Bezeichnung', 'content': 'Berlin 584'}, {'type': 'open_all_day', 'content': 'false'}, {'type': 'nextAction_type', 'content': 'OPENINGHOUR'}, {'type': 'nextAction_day', 'content': 'today'}, {'type': 'nextAction_openUntil', 'content': '22:45'}, {'type': 'tt_timestamp', 'content': '35172443056719344'}]",,Mo: 10:00-22:45; Tu: 10:00-22:45; We: 10:00-22:45; Th: 10:00-22:45; Fr: 10:00-22:45; Sa: 10:00-22:45; Su: 13:00-20:00,52.5385032,13.4168586
10961,Berlin,Kreuzberg,,Blücherstr.,15,csbnan7s8n2s3,csbn2s3n1,Postfiliale,RETAIL_OUTLET,Kiosk,4308421,569.0,8,8-4308421,[],[],[],"[{'type': 'christmasHintEN', 'content': ' '}, {'type': 'Bezeichnung', 'content': 'Berlin 614'}, {'type': 'christmasHintDE', 'content': ' '}, {'type': 'open_all_day', 'content': 'false'}, {'type': 'nextAction_type', 'content': 'OPENINGHOUR'}, {'type': 'nextAction_day', 'content': 'today'}, {'type': 'nextAction_openUntil', 'content': '19:00'}, {'type': 'tt_timestamp', 'content': '35172443056719344'}]",,Mo: 08:00-19:00; Tu: 08:00-19:00; We: 08:00-19:00; Th: 08:00-19:00; Fr: 08:00-19:00; Sa: 08:00-19:00,52.4952186,13.3972017
10405,Berlin,Prenzlauer Berg,,Prenzlauer Allee,51,csbnan7s8n2s3,csbn2s3n1,Postfiliale,RETAIL_OUTLET,Melis Getränke,4292208,586.0,8,8-4292208,[],[],[],"[{'type': 'christmasHintEN', 'content': ' '}, {'type': 'christmasHintDE', 'content': ' '}, {'type': 'Bezeichnung', 'content': 'Berlin 581'}, {'type': 'open_all_day', 'content': 'false'}, {'type': 'nextAction_type', 'content': 'OPENINGHOUR'}, {'type': 'nextAction_day', 'content': 'today'}, {'type': 'nextAction_openUntil', 'content': '22:30'}, {'type': 'tt_timestamp', 'content': '35172443056719344'}]",,Mo: 07:30-22:30; Tu: 07:30-22:30; We: 07:30-22:30; Th: 07:30-22:30; Fr: 07:30-22:30; Sa: 07:30-22:30,52.5379209,13.4239386
13355,Berlin,Wedding,,Ackerstr.,118,csbnan7s8n2s3,csbn2s3n1,Postfiliale,RETAIL_OUTLET,Kiezshop am Ackerplatz,4324472,479.0,8,8-4324472,[],[],[],"[{'type': 'Bezeichnung', 'content': 'Berlin 667'}, {'type': 'christmasHintEN', 'content': ' '}, {'type': 'christmasHintDE', 'content': ' '}, {'type': 'open_all_day', 'content': 'false'}, {'type': 'nextAction_type', 'content': 'OPENINGHOUR'}, {'type': 'nextAction_day', 'content': 'today'}, {'type': 'nextAction_openUntil', 'content': '18:00'}, {'type': 'tt_timestamp', 'content': '35172443056719344'}]",,Mo: 09:00-18:00; Tu: 09:00-18:00; We: 09:00-18:00; Th: 09:00-18:00; Fr: 09:00-18:00; Sa: 09:00-18:00,52.5374724,13.3853992
10557,Berlin,Moabit,,Europaplatz,1,csbnan7s8n2s3,csbn2s3n1,Postfiliale,RETAIL_OUTLET,Relay,4316213,745.0,8,8-4316213,[],[],[],"[{'type': 'christmasHintEN', 'content': ' '}, {'type': 'christmasHintDE', 'content': ' '}, {'type': 'Bezeichnung', 'content': 'Berlin 619'}, {'type': 'open_all_day', 'content': 'false'}, {'type': 'nextAction_type', 'content': 'OPENINGHOUR'}, {'type': 'nextAction_day', 'content': 'today'}, {'type': 'nextAction_openUntil', 'content': '19:00'}, {'type': 'tt_timestamp', 'content': '35172443056719344'}]",,Mo: 09:00-19:00; Tu: 09:00-19:00; We: 09:00-19:00; Th: 09:00-19:00; Fr: 09:00-19:00; Sa: 10:00-16:00,52.5256753,13.3684737
10435,Berlin,Prenzlauer Berg,,Danziger Str.,41,csbnan7s8n2s3,csbn2s3n1,Postfiliale,RETAIL_OUTLET,Kiez Kiosk,4338189,499.0,8,8-4338189,[],[],[],"[{'type': 'Bezeichnung', 'content': 'Berlin 582'}, {'type': 'open_all_day', 'content': 'false'}, {'type': 'nextAction_type', 'content': 'OPENINGHOUR'}, {'type': 'nextAction_day', 'content': 'today'}, {'type': 'nextAction_openUntil', 'content': '24:00'}, {'type': 'tt_timestamp', 'content': '35172443056719344'}]",,Mo: 08:00-24:00; Tu: 08:00-24:00; We: 08:00-24:00; Th: 08:00-24:00; Fr: 08:00-24:00; Sa: 08:00-24:00,52.5402127,13.4191934
10407,Berlin,Prenzlauer Berg,,Danziger Str.,122,csbnan7s8n2s3,csbn2s3n1,Postfiliale,RETAIL_OUTLET,Central Food + Getränkemarkt,4332560,554.0,8,8-4332560,[],[],[],"[{'type': 'christmasHintEN', 'content': ' '}, {'type': 'christmasHintDE', 'content': ' '}, {'type': 'Bezeichnung', 'content': 'Berlin 553'}, {'type': 'open_all_day', 'content': 'false'}, {'type': 'nextAction_type', 'content': 'OPENINGHOUR'}, {'type': 'nextAction_day', 'content': 'today'}, {'type': 'nextAction_openUntil', 'content': '20:00'}, {'type': 'tt_timestamp', 'content': '35172443056719344'}]",,Mo: 08:00-20:00; Tu: 08:00-20:00; We: 08:00-20:00; Th: 08:00-20:00; Fr: 08:00-20:00; Sa: 09:00-20:00,52.5356067,13.4334958
10407,Berlin,Prenzlauer Berg,,Danziger Str.,176,csbnan7s8n2s3,csbn2s3n1,Postfiliale,RETAIL_OUTLET,Getränke Tabak Lebensmittel,4327392,538.0,8,8-4327392,[],[],[],"[{'type': 'christmasHintEN', 'content': ' '}, {'type': 'christmasHintDE', 'content': ' '}, {'type': 'Bezeichnung', 'content': 'Berlin 763'}, {'type': 'open_all_day', 'content': 'false'}, {'type': 'nextAction_type', 'content': 'OPENINGHOUR'}, {'type': 'nextAction_day', 'content': 'today'}, {'type': 'nextAction_openUntil', 'content': '19:00'}, {'type': 'tt_timestamp', 'content': '35172443056719344'}]",,Mo: 10:00-19:00; Tu: 10:00-19:00; We: 10:00-19:00; Th: 10:00-19:00; Fr: 10:00-19:00; Sa: 10:00-18:00,52.532245,13.4404143
10557,Berlin,Moabit,,Lehrter Str.,1,csbnan7s8n2s3,csbn2s3n1,Postfiliale,RETAIL_OUTLET,Lehrter Shop,4103143,593.0,8,8-4103143,[],[],[],"[{'type': 'christmasHintEN', 'content': ' '}, {'type': 'christmasHintDE', 'content': ' '}, {'type': 'Bezeichnung', 'content': 'Berlin 618'}, {'type': 'open_all_day', 'content': 'false'}, {'type': 'nextAction_type', 'content': 'OPENINGHOUR'}, {'type': 'nextAction_day', 'content': 'today'}, {'type': 'nextAction_openUntil', 'content': '23:00'}, {'type': 'tt_timestamp', 'content': '35172443056719344'}]",,Mo: 06:00-23:00; Tu: 06:00-23:00; We: 06:00-23:00; Th: 06:00-23:00; Fr: 06:00-23:00; Sa: 07:00-23:00; Su: 08:00-18:00,52.5261154,13.3653025
10967,Berlin,Kreuzberg,,Graefestr.,73,csbnan7s8n2s3,csbn2s3n1,Postfiliale,RETAIL_OUTLET,Presse-Tabek-Post-Lotto,4329384,565.0,8,8-4329384,[],[],[],"[{'type': 'christmasHintEN', 'content': ' '}, {'type': 'christmasHintDE', 'content': ' '}, {'type': 'Bezeichnung', 'content': 'Berlin 609'}, {'type': 'open_all_day', 'content': 'false'}, {'type': 'nextAction_type', 'content': 'OPENINGHOUR'}, {'type': 'nextAction_day', 'content': 'today'}, {'type': 'nextAction_openUntil', 'content': '21:00'}, {'type': 'tt_timestamp', 'content': '35172443056719344'}]",,Mo: 09:00-21:00; Tu: 09:00-21:00; We: 09:00-21:00; Th: 09:00-21:00; Fr: 09:00-21:00; Sa: 09:00-21:00,52.4921511,13.4173403
10437,Berlin,Prenzlauer Berg,,Schönhauser Allee,135,csbnan7s8n2s3,csbn2s3n1,Postfiliale,RETAIL_OUTLET,Kiosk,4098107,587.0,8,8-4098107,[],[],"[{'type': 'holiday', 'fromDate': '2025-05-27T00:00:00+0200', 'toDate': '2025-10-01T23:59:59+0200'}, {'type': 'closure', 'fromDate': '2025-10-02T00:00:00+0200', 'toDate': None}]","[{'type': 'christmasHintEN', 'content': ' '}, {'type': 'christmasHintDE', 'content': ' '}, {'type': 'Bezeichnung', 'content': 'Berlin 580'}, {'type': 'open_all_day', 'content': 'false'}, {'type': 'nextAction_type', 'content': 'OPENINGHOUR'}, {'type': 'nextAction_day', 'content': 'future'}, {'type': 'tt_timestamp', 'content': '35172443056719344'}]",,Mo: holiday-holiday; Tu: holiday-holiday; We: holiday-holiday; Th: holiday-holiday; Fr: holiday-holiday; Sa: holiday-holiday,52.5439621,13.4120056
13355,Berlin,Gesundbrunnen,,Brunnenstr.,78,csbnan7s8n2s3,csbn2s3n1,Postfiliale,RETAIL_OUTLET,Kiosk,4111098,,8,8-4111098,[],[],[],"[{'type': 'christmasHintEN', 'content': ' '}, {'type': 'christmasHintDE', 'content': ' '}, {'type': 'Bezeichnung', 'content': 'Berlin 652'}, {'type': 'open_all_day', 'content': 'false'}, {'type': 'nextAction_type', 'content': 'OPENINGHOUR'}, {'type': 'nextAction_day', 'content': 'today'}, {'type': 'nextAction_openUntil', 'content': '18:00'}, {'type': 'tt_timestamp', 'content': '35172443056719344'}]",,Mo: 06:00-18:00; Tu: 06:00-18:00; We: 06:00-18:00; Th: 06:00-18:00; Fr: 06:00-18:00; Sa: 07:00-13:00,52.543149,13.3926426
10961,Berlin,Kreuzberg,,Mehringdamm,38,csbnan7s8n2s3,csbn2s3n1,Postfiliale,RETAIL_OUTLET,Kiosk Lotto,4131844,846.0,8,8-4131844,[],[],[],"[{'type': 'christmasHintEN', 'content': ' '}, {'type': 'christmasHintDE', 'content': ' '}, {'type': 'Bezeichnung', 'content': 'Berlin 620'}, {'type': 'open_all_day', 'content': 'false'}, {'type': 'nextAction_type', 'content': 'OPENINGHOUR'}, {'type': 'nextAction_day', 'content': 'today'}, {'type': 'nextAction_openUntil', 'content': '20:00'}, {'type': 'tt_timestamp', 'content': '35172443056719344'}]",,Mo: 08:00-20:00; Tu: 08:00-20:00; We: 08:00-20:00; Th: 08:00-20:00; Fr: 08:00-20:00; Sa: 09:00-20:00; Su: 09:00-20:00,52.4933016,13.3875628
10967,Berlin,Kreuzberg,,Kottbusser Damm,13,csbnan7s8n2s3,csbn2s3n1,Postfiliale,RETAIL_OUTLET,Sezgin Yildririm,4111391,544.0,8,8-4111391,[],[],[],"[{'type': 'christmasHintEN', 'content': ' '}, {'type': 'christmasHintDE', 'content': ' '}, {'type': 'Bezeichnung', 'content': 'Berlin 181'}, {'type': 'open_all_day', 'content': 'false'}, {'type': 'nextAction_type', 'content': 'OPENINGHOUR'}, {'type': 'nextAction_day', 'content': 'today'}, {'type': 'nextAction_openUntil', 'content': '20:00'}, {'type': 'tt_timestamp', 'content': '35172443056719344'}]",,Mo: 10:00-20:00; Tu: 10:00-20:00; We: 10:00-20:00; Th: 10:00-20:00; Fr: 10:00-20:00; Sa: 10:00-19:00,52.4927855,13.4219581
10961,Berlin,Kreuzberg,,Gneisenaustr.,9,csbnan7s8n2s3,csbn2s3n1,Postfiliale,RETAIL_OUTLET,KI-BA Kiosk -Back-Shop,4093180,568.0,8,8-4093180,[],[],[],"[{'type': 'christmasHintEN', 'content': ' '}, {'type': 'christmasHintDE', 'content': ' '}, {'type': 'Bezeichnung', 'content': 'Berlin 617'}, {'type': 'open_all_day', 'content': 'false'}, {'type': 'nextAction_type', 'content': 'OPENINGHOUR'}, {'type': 'nextAction_day', 'content': 'today'}, {'type': 'nextAction_openUntil', 'content': '24:00'}, {'type': 'tt_timestamp', 'content': '35172443056719344'}]",,Mo: 00:00-02:00; Tu: 00:00-02:00; We: 06:00-24:00; Th: 06:00-24:00; Fr: 06:00-24:00; Sa: 06:00-24:00; Su: 00:00-03:00,52.4920055,13.3907076
10967,Berlin,Kreuzberg,,Körtestr.,17,csbnan7s8n2s3,csbn2s3n1,Postfiliale,RETAIL_OUTLET,Heim Getränke 2,4335329,855.0,8,8-4335329,[],[],[],"[{'type': 'Bezeichnung', 'content': 'Berlin 616'}, {'type': 'open_all_day', 'content': 'false'}, {'type': 'nextAction_type', 'content': 'OPENINGHOUR'}, {'type': 'nextAction_day', 'content': 'today'}, {'type': 'nextAction_openUntil', 'content': '23:00'}, {'type': 'tt_timestamp', 'content': '35172443056719344'}]",,Mo: 09:00-23:00; Tu: 09:00-23:00; We: 09:00-23:00; Th: 09:00-23:00; Fr: 09:00-23:00; Sa: 09:00-23:00,52.490469,13.4104314
10557,Berlin,Moabit,,Otto-Weidt-Platz,14,csbnan7s8n2s3,csbn2s3n1,Postfiliale,RETAIL_OUTLET,Golden Bridge,4333802,673.0,8,8-4333802,[],[],[],"[{'type': 'christmasHintEN', 'content': ' '}, {'type': 'christmasHintDE', 'content': ' '}, {'type': 'Bezeichnung', 'content': 'Berlin 215'}, {'type': 'open_all_day', 'content': 'false'}, {'type': 'nextAction_type', 'content': 'OPENINGHOUR'}, {'type': 'nextAction_day', 'content': 'today'}, {'type': 'nextAction_openUntil', 'content': '22:00'}, {'type': 'tt_timestamp', 'content': '35172443056719344'}]",,Mo: 10:00-22:00; Tu: 10:00-22:00; We: 10:00-22:00; Th: 10:00-22:00; Fr: 10:00-22:00; Sa: 10:00-22:00,52.5331926,13.3681052
10961,Berlin,Kreuzberg,,Gneisenaustr.,40,csbnan7s8n2s3,csbn2s3n1,Postfiliale,RETAIL_OUTLET,POSTFILIALE 547,4293476,547.0,8,8-4293476,[],[],[],"[{'type': 'christmasHintEN', 'content': ' '}, {'type': 'christmasHintDE', 'content': ' '}, {'type': 'Bezeichnung', 'content': 'Berlin 605'}, {'type': 'open_all_day', 'content': 'false'}, {'type': 'nextAction_type', 'content': 'OPENINGHOUR'}, {'type': 'nextAction_day', 'content': 'today'}, {'type': 'nextAction_openUntil', 'content': '18:30'}, {'type': 'tt_timestamp', 'content': '35172443056719344'}]",,Mo: 10:00-18:30; Tu: 10:00-18:30; We: 10:00-18:30; Th: 10:00-18:30; Fr: 10:00-18:30; Sa: 11:00-14:00,52.4899945,13.4006005
10997,Berlin,Kreuzberg,,Wrangelstr.,86,csbnan7s8n2s3,csbn2s3n1,Postfiliale,RETAIL_OUTLET,Wrangel Shop,4342599,579.0,8,8-4342599,[],[],[],"[{'type': 'Bezeichnung', 'content': 'Berlin 141'}, {'type': 'open_all_day', 'content': 'false'}, {'type': 'nextAction_type', 'content': 'OPENINGHOUR'}, {'type': 'nextAction_day', 'content': 'today'}, {'type': 'nextAction_openUntil', 'content': '16:00'}, {'type': 'tt_timestamp', 'content': '35172443056719344'}]",,Mo: 09:00-16:00; Tu: 09:00-16:00; We: 09:00-16:00; Th: 09:00-16:00; Fr: 09:00-16:00; Sa: 09:00-16:00,52.4990714,13.4410497
10243,Berlin,Friedrichshain,,Kopernikusstr.,6,csbnan7s8n2s3,csbn2s3n1,Postfiliale,RETAIL_OUTLET,Kopernikus-Shop,4126263,601.0,8,8-4126263,[],[],[],"[{'type': 'christmasHintEN', 'content': ' '}, {'type': 'christmasHintDE', 'content': ' '}, {'type': 'Bezeichnung', 'content': 'Berlin 171'}, {'type': 'open_all_day', 'content': 'false'}, {'type': 'nextAction_type', 'content': 'OPENINGHOUR'}, {'type': 'nextAction_day', 'content': 'today'}, {'type': 'nextAction_openUntil', 'content': '21:00'}, {'type': 'tt_timestamp', 'content': '35172443056719344'}]",,Mo: 08:00-21:00; Tu: 08:00-21:00; We: 08:00-21:00; Th: 08:00-21:00; Fr: 08:00-21:00; Sa: 08:00-18:00,52.5107303,13.4511785
10249,Berlin,Friedrichshain,,Ebertystr.,5,csbnan7s8n2s3,csbn2s3n1,Postfiliale,RETAIL_OUTLET,Lotto Post,4323347,508.0,8,8-4323347,[],[],"[{'type': 'holiday', 'fromDate': '2025-10-15T00:00:00+0200', 'toDate': '2025-10-18T23:59:59+0200'}]","[{'type': 'christmasHintEN', 'content': ' '}, {'type': 'christmasHintDE', 'content': ' '}, {'type': 'Bezeichnung', 'content': 'Berlin 76'}, {'type': 'open_all_day', 'content': 'false'}, {'type': 'nextAction_type', 'content': 'OPENINGHOUR'}, {'type': 'nextAction_day', 'content': 'today'}, {'type': 'nextAction_openUntil', 'content': '18:00'}, {'type': 'tt_timestamp', 'content': '35172443056719344'}]",,Mo: 10:00-18:00; Tu: 10:00-18:00; We: 10:00-18:00; Th: 10:00-18:00; Fr: 10:00-18:00; Sa: 10:00-13:00,52.5264419,13.4511022
10965,Berlin,Kreuzberg,,Yorckstr.,22,csbnan7s8n2s3,csbn2s3n1,Postfiliale,RETAIL_OUTLET,York 22,4335731,831.0,8,8-4335731,[],[],[],"[{'type': 'Bezeichnung', 'content': 'Berlin 621'}, {'type': 'open_all_day', 'content': 'false'}, {'type': 'nextAction_type', 'content': 'OPENINGHOUR'}, {'type': 'nextAction_day', 'content': 'today'}, {'type': 'nextAction_openUntil', 'content': '21:00'}, {'type': 'tt_timestamp', 'content': '35172443056719344'}]",,Mo: 09:00-21:00; Tu: 09:00-21:00; We: 09:00-21:00; Th: 09:00-21:00; Fr: 09:00-21:00; Sa: 09:00-21:00,52.4929306,13.3800807
10999,Berlin,Kreuzberg,,Reichenberger Str.,73a,csbnan7s8n2s3,csbn2s3n1,Postfiliale,RETAIL_OUTLET,Lotto,4118455,562.0,8,8-4118455,[],[],[],"[{'type': 'christmasHintEN', 'content': ' '}, {'type': 'christmasHintDE', 'content': ' '}, {'type': 'Bezeichnung', 'content': 'Berlin 365'}, {'type': 'open_all_day', 'content': 'false'}, {'type': 'nextAction_type', 'content': 'OPENINGHOUR'}, {'type': 'nextAction_day', 'content': 'today'}, {'type': 'nextAction_openUntil', 'content': '19:00'}, {'type': 'tt_timestamp', 'content': '35172443056719344'}]",,Mo: 09:00-19:00; Tu: 09:00-19:00; We: 09:00-19:00; Th: 09:00-19:00; Fr: 09:00-19:00; Sa: 09:00-16:00; Su: 09:00-14:00,52.4942796,13.4342308
